Number,Name,Image Link,Type,Rarity,Set,Back Image Link,Traits,Intercept,Force,Green Energy,Yellow Energy,Red Energy,Rules Text,Flavor Text,Obtained Via,Description,ChamberFrontI,ChamberFrontF,ChamberFrontG,ChamberFrontY,ChamberFrontR,ChamberFrontRul,ChamberFrontFlav,ChamberBackI,ChamberBackF,ChamberBackG,ChamberBackY,ChamberBackR,ChamberBackRul,ChamberBackFlav
XBK006,Flame Tame Zuko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XBK006.jpg,sealed,other,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BKTOYBACK.jpg,,,,,,,,,Burger King Exclusive,"Flame Tame Zuko is a toy containing a promo card available exclusively as a promotional item from Burger King in 2006.  Although intended to be paired with the Taming the Flame card, a mishap at the packaging facility caused a random distribution of cards throughout all the toys. Sealed toys with matching cards hold the higher value from collectors than those mismatched or opened.",,,,,,,,,,,,,,
XBK007,Water Swirl Katara,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XBK007.jpg,sealed,other,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BKTOYBACK.jpg,,,,,,,,,Burger King Exclusive,"Water Swirl Katara is a toy containing a promo card available exclusively as a promotional item from Burger King in 2006.  Although intended to be paired with the Water Whirl card, a mishap at the packaging facility caused a random distribution of cards throughout all the toys. Sealed toys with matching cards hold the higher value from collectors than those mismatched or opened.",,,,,,,,,,,,,,
XBK008,Boulder Roll,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XBK008.jpg,sealed,other,ABK,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BKTOYBACK.jpg,,,,,,,,,Burger King Exclusive,"Boulder Roll is a toy containing a promo card available exclusively as a promotional item from Burger King in 2006.  Although intended to be paired with the Boulder Roll card, a mishap at the packaging facility caused a random distribution of cards throughout all the toys. Sealed toys with matching cards hold the higher value from collectors than those mismatched or opened.",,,,,,,,,,,,,,
XDVD001,DVD - Book 1 Volume 1,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XDVD001.jpg,sealed,other,APR,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XDVD001b.jpg,,,,,,,,,,"Released as a limited run in January 2006, only the first issued release of Book 1 - Volume 1 on DVD in the USA included the Appa's Wild Ride promo card from 2006 available exclusively as a promotional item from Nickelodeon -- one of only two holographic cards in the set. The first issued release of the Sealed Book 1 - Volume 1 can be distinguished from other versions by a sticker stating ""Includes Chapters 1 - 4 | Limited Edition Exclusive Card From The Avatar Trading Card Game Inside!""",,,,,,,,,,,,,,
XDVD002,DVD - Book 1 Volume 2,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XDVD002.jpg,sealed,other,APR,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XDVD002b.jpg,,,,,,,,,,"Released as a limited run in March 2006, only the first issued release of Book 1 - Volume 2 on DVD in the USA included the Sokka's Mettle promo card from 2006 available exclusively as a promotional item from Nickelodeon -- one of only two holographic cards in the set. The first issued release of the Sealed Book 1 - Volume 2 can be distinguished from other versions by a sticker stating ""Includes Chapters 5 - 8 | Limited Edition Exclusive Card From The Avatar Trading Card Game Inside!""",,,,,,,,,,,,,,
XPS001,PS2 - Legend of Aang,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XPS001.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XPS001b.jpg,,,,,,,,,,"Released as a limited run in 2006, only the first issued release of Avatar - The Legend of Aang on PS2 in the UK (maybe Austrailia) included one of two known promo cards from 2006 available exclusively as a promotional item from THQ. The first issued release of the PS2 Legend of Aang (PAL) can be distinguished from other versions by a reddish orange circle printed in the lower right of the front cover (not a sticker) stating ""FREE! Exclusive Avatar Trading Card Inside!"" As of now, it was only known to include ""Open-Hand Form"" and ""Bitter Batter"".",,,,,,,,,,,,,,
XXB001,Avatar Band-Aids,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XXB001.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/XXB001b.jpg,,,,,,,,,,"Released as a limited run in 2006, Avatar - The Last Airbender Band-Aids included one ""Aang, the last airbender"" Ally card (AME119) available as a promotional item from Johnson & Johnson. This was not an exclusive promo, as the ""Aang, the last airbender"" Ally card was available elsewhere. The  Avatar - The Last Airbender Band-Aids can be distinguished from other versions by a blue and yellow box with Avatar graphics featuring Aang, Sokka, and Katara. As of now, it was only known to include ""Aang, the last airbender"" ally card.",,,,,,,,,,,,,,
K3474,Ice Attack Aang,https://github.com/zolodio/Avatar-TCG-Database/raw/main/K3474.jpg,sealed,other,FPR,https://github.com/zolodio/Avatar-TCG-Database/raw/main/K3474b.jpg,,,,,,,,,,"Ice Attack Aang is a toy released by Matel in 2006 in the Battle Benders action figure line containing a promo chamber card available exclusively in first edition Sealed verisons.  As very few of these were produced for such a limited time, Sealed battle bender toys with chamber cards hold one of the the highest value from collectors than those opened or any other item in the Avatar Quick Strike collection. First Edition versions differ from later editions with their rounded shape and prominant display of the exclusive chamber card contianed.",,,,,,,,,,,,,,
H9748,Air Cannon Aang,https://github.com/zolodio/Avatar-TCG-Database/raw/main/H9748.jpg,sealed,other,FPR,https://github.com/zolodio/Avatar-TCG-Database/raw/main/H9748b.jpg,,,,,,,,,,"Air Cannon Aang is a toy released by Matel in 2006 in the Battle Benders action figure line containing a promo chamber card available exclusively in first edition Sealed verisons.  As very few of these were produced for such a limited time, Sealed battle bender toys with chamber cards hold one of the the highest value from collectors than those opened or any other item in the Avatar Quick Strike collection. First Edition versions differ from later editions with their rounded shape and prominant display of the exclusive chamber card contianed.",,,,,,,,,,,,,,
H9749,Fire Blast Zuko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/H9749.jpg,sealed,other,FPR,https://github.com/zolodio/Avatar-TCG-Database/raw/main/H9749b.jpg,,,,,,,,,,"Agruably the most exclusive and hard to obtain item of all, Fire Blast Zuko is a toy released by Matel in 2006 in the Battle Benders action figure line containing a promo chamber card available exclusively in first edition Sealed verisons.  As very few of these were produced for such a limited time, Sealed battle bender toys with chamber cards hold one of the the highest value from collectors than those opened or any other item in the Avatar Quick Strike collection. First Edition versions differ from later editions with their rounded shape and prominant display of the exclusive chamber card contianed.",,,,,,,,,,,,,,
STRT001,Sealed Starter Set,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT001.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT001b.jpg,,,,,,,,,,"The Avatar Quick Strike two-player starter set contains two sealed 30-card starter decks each with a chamber card. It also contains a rule book, a pair of playmats, and was packaged in a plastic carrying case. The starter set was designed for two players to duel immediately using the contents of the box. Sealed, the starter set is highly collectable.",,,,,,,,,,,,,,
STRT002,Sealed Starter Deck in Acrylic - Aang,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT002.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT00Xb.jpg,,,,,,,,,"STRT001, MTBX002",,,,,,,,,,,,,,,
STRT003,Sealed Starter Deck in Acrylic - Katara,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT003.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT00Xb.jpg,,,,,,,,,"STRT001, MTBX002",,,,,,,,,,,,,,,
STRT004,Sealed Starter Deck in Acrylic - King Bumi,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT004.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT00Xb.jpg,,,,,,,,,"STRT001, MTBX002",,,,,,,,,,,,,,,
STRT005,Sealed Starter Deck in Acrylic - Jojo,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT005.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT00Xb.jpg,,,,,,,,,"STRT001, MTBX002",,,,,,,,,,,,,,,
STRT006,Sealed Starter Deck in Acrylic - Malu,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT006.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT00Xb.jpg,,,,,,,,,"STRT001, MTBX002",,,,,,,,,,,,,,,
STRT007,Sealed Starter Deck in Acrylic - Prince Zuko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT007.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT00Xb.jpg,,,,,,,,,"STRT001, MTBX002",,,,,,,,,,,,,,,
STRT008,Sealed Starter Deck in Acrylic - Uncle Iroh,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT008.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT00Xb.jpg,,,,,,,,,"STRT001, MTBX002",,,,,,,,,,,,,,,
STRT009,Sealed Starter Deck in Acrylic - Afiko,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT009.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT00Xb.jpg,,,,,,,,,"STRT001, MTBX002",,,,,,,,,,,,,,,
STRT010,Sealed Starter Deck in Acrylic - Commander Zhao,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT010.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT00Xb.jpg,,,,,,,,,"STRT001, MTBX002",,,,,,,,,,,,,,,
STRT011,Sealed Starter Deck in Acrylic - Kinto,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT011.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/STRT00Xb.jpg,,,,,,,,,"STRT001, MTBX002",,,,,,,,,,,,,,,
BSTR001,Foil Booster Pack,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BSTR001.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BSTR001b.jpg,,,,,,,,,"BSTR002, BSTR003, BSTR004",,,,,,,,,,,,,,,
BSTR002,Blister Pack,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BSTR002.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BSTR002b.jpg,,,,,,,,,UK Stores,,,,,,,,,,,,,,,
BSTR003,Double Blister Pack,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BSTR003.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BSTR003b.jpg,,,,,,,,,US/UK Stores,,,,,,,,,,,,,,,
BSTR004,Booster Box,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BSTR004.jpg,sealed,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BSTR004b.jpg,,,,,,,,,US/UK Stores,,,,,,,,,,,,,,,
RLBK001,Official Rulebook,https://github.com/zolodio/Avatar-TCG-Database/raw/main/RLBK001.jpg,other,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/RLBK001b.jpg,,,,,,,,,STRT001,"The Avatar: The Last Airbender Master of Elements Official Rulebook is the compilation of all the TCG's guidelines and regulations. The rulebook includes directions for how to play the game, limitations for formal play, detailed descriptions of card types, and many other gameplay necessities. Named for the initial TCG starter pack release, this rulebook was included in every Master of Elements Starter Pack as the definitive set of Avatar TCG rules and principles for all modes of play.",,,,,,,,,,,,,,
PLMT001,Paper PlayMat,https://github.com/zolodio/Avatar-TCG-Database/raw/main/PLMT001.jpg,other,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/PLMT001b.jpg,,,,,,,,,STRT001,"Two were included in every Master of Elements Starter Pack as the play surface of the game. The paper playmat has all of the indications for play including three zones, deck locations, ally and advantage spaces, discard pile, etc. The back of the paper playmat includes an example game for reference.",,,,,,,,,,,,,,
PLMT002,Fabric PlayMat,https://github.com/zolodio/Avatar-TCG-Database/raw/main/PLMT002.jpg,other,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/PLMT002b.jpg,,,,,,,,,Tournament Exclusive,"The Fabric Playmats were exclusive prizes for winners of officially organized Upper Deck tournaments in 2006. The Fabric Playmat has all of the indications for play including three zones, deck locations, ally and advantage spaces, discard pile, etc. and is the same on the front as a paper playmat in every way except for an improved fabric surface finish with high quality prints. The back of the fabric playmat includes textured rubberized surface for optimal grip.",,,,,,,,,,,,,,
MTBX001,Empty Starter Box,https://github.com/zolodio/Avatar-TCG-Database/raw/main/MTBX001.jpg,other,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/MTBX001b.jpg,,,,,,,,,STRT001,"This is the empty shell box that containted two starter decks, 2 paper playmats, and 1 rulebook.",,,,,,,,,,,,,,
MTBX002,Empty Acrylic Starter Deck Box,https://github.com/zolodio/Avatar-TCG-Database/raw/main/MTBX002.jpg,other,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/MTBX002b.jpg,,,,,,,,,eBay,"This 3rd party after market acrylic box was originally intended to fit the MTG decks, but was discovered by super collector Michael S as a solution for protecting sealed starter decks. Currently available via ebay in bulk.",,,,,,,,,,,,,,
PRNT001,Be The Avatar Print,https://github.com/zolodio/Avatar-TCG-Database/raw/main/PRNT001.jpg,print,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/PRNT001b.jpg,,,,,,,,,PRNT002,"The Be The Avatar Print was featured as the back cover of the April 2006 issue of Nickelodeon Magazine. This issue can be distinguished from the others by its prominent text """"Kids' Choice Awards 06"" featuring images of Jack Black, The Fairly Odd Parents, Will Smith, Johnny Depp, Kelly Clarkson, Jamie Lynn Spears, and Madagascar Penguins.",,,,,,,,,,,,,,
PRNT002,Nickelodeon Magazine - Apr. '06,https://github.com/zolodio/Avatar-TCG-Database/raw/main/PRNT002.jpg,print,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/PRNT002b.jpg,,,,,,,,,Nickelodeon,"The April 2006 issue of Nickelodeon Magazine featured The Be The Avatar Print  as the back cover. This issue can be distinguished from the others by its prominent text ""Kids' Choice Awards 06"" featuring images of Jack Black, The Fairly Odd Parents, Will Smith, Johnny Depp, Kelly Clarkson, Jamie Lynn Spears, and Madagascar Penguins.",,,,,,,,,,,,,,
PRNT003,Experience The Legend Poster,https://github.com/zolodio/Avatar-TCG-Database/raw/main/PRNT003.jpg,print,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/PSTR00Xb.jpg,,,,,,,,,,,,,,,,,,,,,,,,
PRNT004,Master The Elements Poster,https://github.com/zolodio/Avatar-TCG-Database/raw/main/PRNT004.jpg,print,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/PRNT004b.jpg,,,,,,,,,,,,,,,,,,,,,,,,
PRNT005,Achieve Enlightenment Poster,https://github.com/zolodio/Avatar-TCG-Database/raw/main/PRNT005.jpg,print,other,APE,https://github.com/zolodio/Avatar-TCG-Database/raw/main/PSTR00Xb.jpg,,,,,,,,,,,,,,,,,,,,,,,,
APE123,Aang,https://github.com/zolodio/Avatar-TCG-Database/raw/main/APE123.jpg,unreleased,other,APE,https://github.com/zolodio/Avatar-TCG-Database/raw/main/APE123b.jpg,,,,,,,,,Unreleased,"The Aang Chamber card was never released as a part of the mythical Path of Enlightenment expansion set to release 2007 but never made it to production. There are theorized to be prototype or possibly preview versions made for display and marketing purposes only, specifically to make PSTR001. If found this would be the Atlantis of the Avatar Quick Strike TCG Collection.",,,,,,,,,,,,,,
APE126,Appa and Aang,https://github.com/zolodio/Avatar-TCG-Database/raw/main/APE126.jpg,unreleased,other,APE,https://github.com/zolodio/Avatar-TCG-Database/raw/main/APE126b.jpg,,,,,,,,,Unreleased,"The Appa and Aang Chamber card was never released as a part of the mythical Path of Enlightenment expansion set to release 2007 but never made it to production. There are theorized to be prototype or possibly preview versions made for display and marketing purposes only, specifically to make PSTR001. If found this would be the Holy Grail of the Avatar Quick Strike TCG Collection.",,,,,,,,,,,,,,
BSTR005,Path of Enlightenment - Foil Booster Pack,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BSTR005.jpg,unreleased,other,APE,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BSTR005b.jpg,,,,,,,,,Unreleased,"The Path of Enlightenment Foil Booster Pack was never released as a part of the unreleased expansion to Avatar Master of Elements set to release 2007 but never made it to production. There are theorized to be prototype or possibly preview versions made for display and marketing purposes only, specifically to make PSTR001. If found this would be the Ark of the Covenant of the Avatar Quick Strike TCG Collection.",,,,,,,,,,,,,,
BSTR006,Path of Enlightenment - Booster Box,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BSTR006.jpg,unreleased,other,APE,https://github.com/zolodio/Avatar-TCG-Database/raw/main/BSTR006b.jpg,,,,,,,,,Unreleased,"The Path of Enlightenment Booster Box was never released as a part of the unreleased expansion to Avatar Master of Elements set to release 2007 but never made it to production. There are theorized to be prototype or possibly preview versions made for display and marketing purposes only, specifically to make PSTR001. If found this would be the El Derado of the Avatar Quick Strike TCG Collection.",,,,,,,,,,,,,,
SHDW074,Shadow Box - Kyoshi Pride,https://github.com/zolodio/Avatar-TCG-Database/raw/main/SHDW074.GIF,other,other,AME,https://github.com/zolodio/Avatar-TCG-Database/raw/main/SHDW074b.GIF,,5,5,,2,,Reflip: Green (You may pay a green energy to discard this card and flip a new one in this zone.),"The warriors of Kyoshi follow tradition, wearing ornate armor and face paint.",Fan-Made,"The Kyoshi Pride Shadow Box is a uniqe art piece made by an unnamed fan from layers of Kyoshi Pride cards cut and adhered to add depth. It is encapsulated in a custom slab. The only known original is owned by legendary collector, Michael S. ",,,,,,,,,,,,,,
